name,city,type,beerCounts,established
 Platt Park Brewing Company,Denver_Colorado_opened,Microbrewery,85,2014
 Primitive Beer,Longmont_Colorado_opened,Microbrewery,20,2018
 Prost Brewing Company,Denver_Colorado_opened,Microbrewery,26,2012
 Pug Ryans Steakhouse and Brewery,Dillon_Colorado_opened,Microbrewery,40,1997
 Pumphouse Brewery and Restaurant,Longmont_Colorado_opened,Brewpub,119,1996
 Purpose Brewing and Cellars,Fort Collins_Colorado_opened,Microbrewery,90,2014
 Raices Brewing Company,Denver_Colorado_opened,Microbrewery,11,2019
 Rails End Beer Company,Broomfield_Colorado_opened,Microbrewery,18,2016
 Rally King Brewing,Fort Collins_Colorado_opened,Microbrewery,29,2015
 Ramblebine Brewing Co.,Grand Junction_Colorado_opened,Brewpub,4,2020
 Ramskeller Pub & Grub,Fort Collins_Colorado_opened,Microbrewery,1,2018
 Ratio Beerworks,Denver_Colorado_opened,Microbrewery,55,2015
 Red Leg Brewing,Colorado Springs_Colorado_opened,Microbrewery,28,2013
 Red Mountain Brewing,Ouray_Colorado_opened,Brewpub/Brewery,14,2018
 Redgarden Restaurant and Brewery,Louisville_Colorado_opened,Brewpub/Brewery,24,2018
 Renegade Brewing Company,Denver_Colorado_opened,Brewpub/Brewery,134,2011
 Resolute Brewing Company,Centennial_Colorado_opened,Microbrewery,79,2016
" Revolution Brewing (CO, USA)",Paonia_Colorado_opened,Brewpub,13,2009
 Riff Raff Brewing Company,Pagosa Springs_Colorado_opened,Brewpub,16,2014
 River North Brewery,Denver_Colorado_opened,Microbrewery,133,2012
 Roaring Fork Beer Company,Carbondale_Colorado_opened,Microbrewery,28,2014
 Rock Bottom Colorado Springs,Colorado Springs_Colorado_opened,Brewpub,80,2006
 Rock Bottom Denver,Denver_Colorado_opened,Brewpub,148,2004
 Rock Bottom Loveland,Loveland_Colorado_opened,Brewpub,20,2007
 Rock Bottom South Denver,Englewood_Colorado_opened,Brewpub,61,2004
 Rock Bottom Westminster,Westminster_Colorado_opened,Brewpub,49,2004
 Rock Coast Brewery,Loveland_Colorado_opened,Brewpub/Brewery,8,2018
 Rockcut Brewing Co,Estes Park_Colorado_opened,Microbrewery,31,2015
 Rockslide Brew Pub,Grand Junction_Colorado_opened,Brewpub,27,2002
 Rocky Mountain Brewery,Colorado Springs_Colorado_opened,Microbrewery,84,2008
 Rocky Mountain Sector (RMS) Brewing Company,Denver_Colorado_opened,Client Brewer,3,2020
 Rocky Mountain Taphouse,Greeley_Colorado_opened,Brewpub,3,2018
 Rockyard Brewing Company,Castle Rock_Colorado_opened,Microbrewery,81,2000
 Rustica Brewing Company,Denver_Colorado_opened,Microbrewery,7,2017
 San Luis Valley Brewing Company,Alamosa_Colorado_opened,Brewpub,26,2006
 Sandlot Brewery (Molson Coors),Denver_Colorado_opened,Brewpub,57,2002
 Sanitas Brewing Company,Boulder_Colorado_opened,Microbrewery,74,2013
 Satire Brewing Company,Thornton_Colorado_opened,Microbrewery,16,2018
 Seedstock Brewery,Denver_Colorado_opened,Microbrewery,48,2016
 Shamrock Brewing Co.,Pueblo_Colorado_opened,Brewpub,49,2005
 Sheaf & Kettle Brewing,Eaton_Colorado_opened,Microbrewery,1,2020
 Shoes and Brews,Longmont_Colorado_opened,Brewpub,10,2015
 SKA Brewing,Durango_Colorado_opened,Microbrewery,111,1995
 Sleeping Giant Brewing Company (USA),Denver_Colorado_opened,Contract Brewer,2,2014
 Smiling Toad Brewery,Colorado Springs_Colorado_opened,Microbrewery,39,2014
 Smuggler Union Restaurant and Brewery,Telluride_Colorado_opened,Brewpub/Brewery,39,1999
 Snowbank Brewing,Fort Collins_Colorado_opened,Microbrewery,43,2014
 Social Order Brewing,_Colorado_opened,Client Brewer,1,2019
 Some Place Else Brewery,Arvada_Colorado_opened,Microbrewery,34,2016
 Something Brewery,Brighton_Colorado_opened,Microbrewery,69,2016
 Soul Squared Brewing Company,Fort Collins_Colorado_opened,Microbrewery,22,2015
 Soulcraft Brewing,Salida_Colorado_opened,Microbrewery,33,2016
 South Park Brewing,Fairplay_Colorado_opened,Brewpub/Brewery,35,2015
 Spangalang Brewery,Denver_Colorado_opened,Microbrewery,98,2015
 Sparge Brewing,Wellington_Colorado_opened,Microbrewery,1,2019
 Spice Trade Brewing,Arvada_Colorado_opened,Brewpub,165,2009
 Square Peg Brewerks,Alamosa_Colorado_opened,Microbrewery,11,2017
 Station 26 Brewing Company,Denver_Colorado_opened,Microbrewery,230,2013
 Steamworks Brewing Company (US),Durango_Colorado_opened,Brewpub/Brewery,58,2000
 Stein Brewing Company (Colorado),Boulder_Colorado_opened,Microbrewery,8,2019
 Stodgy Brewing Company,Fort Collins_Colorado_opened,Microbrewery,4,2020
 Storm Peak Brewing Company,Steamboat Springs_Colorado_opened,Brewpub/Brewery,42,2014
 Storybook Brewing,Colorado Springs_Colorado_opened,Microbrewery,29,2014
 Strange Craft Beer Company,Denver_Colorado_opened,Microbrewery,255,2010
 Syndicate Brewing,Silverthorne_Colorado_opened,Microbrewery,1,2019
 Telluride Brewing Company,Telluride_Colorado_opened,Microbrewery,47,2012
 The Bakers' Brewery,Silverthorne_Colorado_opened,Brewpub,23,2015
 The Break Room Brewing Company,Pagosa Springs_Colorado_opened,Brewpub,1,2020
 The Colorado Farm Brewery,Alamosa_Colorado_opened,Microbrewery,8,2018
 The Elizabeth Brewing Company,Elizabeth_Colorado_opened,Microbrewery,7,2019
 The Empourium Brewing Company,Denver_Colorado_opened,Microbrewery,25,2019
 The Grateful Gnome Sandwich Shoppe & Brewery,Denver_Colorado_opened,Brewpub/Brewery,23,2018
 The Peak Bistro & Brewery,Winter Park_Colorado_opened,Microbrewery,12,2017
 The Post Brewing Company,Lafayette_Colorado_opened,Brewpub,44,2014
 Three Barrel Brewing Company,Del Norte_Colorado_opened,Microbrewery,39,2007
 Tilted Barrel Brew Pub,Loveland_Colorado_opened,Client Brewer,4,2018
 Timnath Beerwerks,Timnath_Colorado_opened,Microbrewery,13,2018
 Tivoli Brewing Company,Denver_Colorado_opened,Microbrewery,48,2012
 Tommyknocker Brewery,Idaho Springs_Colorado_opened,Microbrewery,64,1990
 Trinity Brewing Company,Colorado Springs_Colorado_opened,Brewpub/Brewery,158,2008
 TRVE Brewing,Denver_Colorado_opened,Brewpub/Brewery,200,2012
 Tumbleweed Brewing and Wine Company,Yuma_Colorado_opened,Brewpub/Brewery,6,2018
 Turkeyfoot Beer Company,Broomfield _Colorado_opened,Client Brewer,4,2020
 Twisted Pine Brewing,Boulder_Colorado_opened,Microbrewery,174,1995
 Two Rascals Brewing Company,Montrose_Colorado_opened,Microbrewery,15,2013
 Two22 Brew,Centennial_Colorado_opened,Microbrewery,26,2014
 Uhl's Brewing Co.,Boulder_Colorado_opened,Microbrewery,22,2018
 Unnamed Beer Company,Boulder_Colorado_opened,Microbrewery,2,2019
 Upslope Brewing Company,Boulder_Colorado_opened,Microbrewery,180,2008
 Ursula Brewery,Aurora_Colorado_opened,Microbrewery,134,2014
 Vail Brewing Company,Vail_Colorado_opened,Brewpub,41,2015
 Verboten Brewing and Barrel Project,Loveland_Colorado_opened,Microbrewery,142,2013
 Very Nice Brewing Company,Nederland_Colorado_opened,Microbrewery,23,2012
 Vision Quest Brewing Company,Boulder_Colorado_opened,Microbrewery,64,2015
 Walter Brewing Company,Pueblo_Colorado_opened,Microbrewery,7,2014
 Welcome Home Brewery,Parker_Colorado_opened,Microbrewery,12,2018
 WeldWerks Brewing Company,Greeley_Colorado_opened,Microbrewery,443,2015
 West Flanders Brewing Co.,Boulder_Colorado_opened,Brewpub,38,2012
 Westbound & Down Brewing Company,Idaho Springs_Colorado_opened,Brewpub,118,2015
 WestFax Brewing Company,Lakewood_Colorado_opened,Brewpub,100,2016
 Westminster Brewing Company,Westminster_Colorado_opened,Microbrewery,16,2013
 Whistle Pig Brewing Company,Colorado Springs_Colorado_opened,Brewpub,11,2016
 Wibby Brewing,Longmont_Colorado_opened,Microbrewery,34,2015
 Wild Blue Yonder Brewing Company,Castle Rock_Colorado_opened,Brewpub/Brewery,39,2018
 Wild Provisions Beer Project,Boulder_Colorado_opened,Microbrewery,1,2020
 WildEdge Brewing Collective,Cortez_Colorado_opened,Microbrewery,24,2017
 Wiley Roots Brewing Company,Greeley_Colorado_opened,Microbrewery,217,2013
 Wit's End Brewing Company,Denver_Colorado_opened,Microbrewery,96,2011
 Woba Beer LLC,Denver _Colorado_opened,Microbrewery,3,2020
 Wonderland Brewing Company,Broomfield_Colorado_opened,Microbrewery,47,2014
 Woods Boss Brewing Company,Denver_Colorado_opened,Microbrewery,83,2017
 World's End Brewing Company,Canon City_Colorado_opened,Brewpub/Brewery,13,2019
 Wynkoop Brewing Company,Denver_Colorado_opened,Brewpub,197,1988
 Yampa Valley Brewing Company,Hayden_Colorado_opened,Brewpub,14,2015
 Zuni Street Brewing,Denver_Colorado_opened,Microbrewery,31,2017
 Zwei Brewing,Fort Collins_Colorado_opened,Microbrewery,62,2014
 38 State Brewing Company,Littleton_Colorado_closed,Microbrewery,40,2014
 4B's Brewery,Cedaredge_Colorado_closed,Brewpub,4,2015
" 5280 NRG, LLC",Greenwood Village_Colorado_closed,Client Brewer,2,2014
 5280 Roadhouse & Brewery,Littleton_Colorado_closed,Brewpub,9,2002
 Acidulous Brewing Company,Boulder_Colorado_closed,Client Brewer,9,2016
 Arctic Craft Brewery,Colorado Springs_Colorado_closed,Microbrewery,17,2005
 Arvada Beer Company,Arvada_Colorado_closed,Brewpub/Brewery,74,2011
 BackAlley Brewing,Colorado Springs_Colorado_closed,Commercial Brewery,3,1995
 Backcountry Brewery (USA),Frisco_Colorado_closed,Microbrewery,65,2000
 Beartooth Brewing,Boulder_Colorado_closed,Commercial Brewery,1,2000
 Beer By Design Brewery,Northglenn_Colorado_closed,Microbrewery,32,2013
 Beryl's Beer Company,Denver_Colorado_closed,Microbrewery,62,2014
 Big Nose Brewing,Denver_Colorado_closed,Client Brewer,2,2011
 Black Fox Brewing Company,Colorado Springs_Colorado_closed,Client Brewer,17,2009
 Blicks Brewing Company,Colorado Springs_Colorado_closed,Microbrewery,6,1996
 Blind Faith Brewing,Littleton_Colorado_closed,Microbrewery,5,2017
 Boulder Draft House,Boulder_Colorado_closed,Brewpub,17,2009
 BREW Pub & Kitchen,Durango_Colorado_closed,Brewpub,13,2013
" Brewing Company of Vail, Inc.",Vail_Colorado_closed,Microbrewery,4,2002
 Brewmented,Longmont_Colorado_closed,Microbrewery,5,2019
 Buckhorn Brewers,Loveland_Colorado_closed,Brewpub,20,2013
 Castle Rock Beer Company,Castle Rock_Colorado_closed,Microbrewery,30,2016
 CAUTION: Brewing Company,Lakewood_Colorado_closed,Microbrewery,62,2011
 Cheshire Cat Brewpub & Restaurant,Arvada_Colorado_closed,Brewpub,23,1999
 Cheyenne Mountain Brewing,Colorado Springs_Colorado_closed,Microbrewery,1,1996
 CO-Brew,Denver_Colorado_closed,Microbrewery,28,2015
 Conor ONeills Traditional Irish Pub,Fort Collins_Colorado_closed,Brewpub,3,2005
 Crested Butte Brewing,Englewood_Colorado_closed,Brewpub/Brewery,9,1991
 Dad and Dude's Breweria,Aurora_Colorado_closed,Brewpub,106,2011
 Declaration Brewing,Denver_Colorado_closed,Microbrewery,76,2015
 Deep Draft Brewing Company,Denver_Colorado_closed,Microbrewery,19,2015
 Del Norte Brewing Company,Denver_Colorado_closed,Microbrewery,5,2007
 Dodgeton Creek Brewing Company,Trinidad_Colorado_closed,Brewpub,17,2015
 Falcon Brewing Company (USA),Parker_Colorado_closed,Brewpub,13,2008
 FanDraught Sports Brewery,Parker_Colorado_closed,Brewpub,5,2017
 Fate Brewing Company (CO),Boulder_Colorado_closed,Brewpub,139,2013
 FERMÆNTRA,Denver_Colorado_closed,Microbrewery,101,2014
 Former Future Brewing Company,Denver_Colorado_closed,Commercial Brewery,65,2014
 Fort Collins Brewery,Fort Collins_Colorado_closed,Microbrewery,183,1992
 Fruita Brewing Co.,Fruita_Colorado_closed,Commercial Brewery,2,2005
 Gorilla Alchemy Brewery,Fort Lupton_Colorado_closed,Microbrewery,7,2018
 Grand Lake Brewing Co,Grand Lake_Colorado_closed,Microbrewery,38,2004
 Great Northern Tavern,Keystone_Colorado_closed,Brewpub,7,2002
 Great Storm Brewing,Colorado Springs_Colorado_closed,Microbrewery,21,2012
 Gunnison Brewery,Gunnison_Colorado_closed,Brewpub,14,2004
 H.C. Berger Brewing Co.,Fort Collins_Colorado_closed,Microbrewery,15,1992
 Hall Brewing Company,Parker_Colorado_closed,Microbrewery,22,2013
 Hardtail Brewing Company,Johnstown_Colorado_closed,Client Brewer,1,2011
 Heavenly Daze Brewery,Denver_Colorado_closed,Brewpub,13,2001
 Iron Bird Brewing Company,Colorado Springs_Colorado_closed,Microbrewery,30,2014
 Ironworks Brewery and Pub,Lakewood_Colorado_closed,Brewpub,53,1989
 J Wells Brewery,Boulder_Colorado_closed,Microbrewery,19,2013
 Jarre Creek Ranch Brewing,Castle Rock_Colorado_closed,Brewpub,9,2001
 Judge Baldwins Brewing Company,Colorado Springs_Colorado_closed,Brewpub,38,2002
 Kevin Baity's Kraft Beer,Colorado Springs_Colorado_closed,Microbrewery,23,2011
 Krueger Brewing Company,Loveland_Colorado_closed,Brewpub,2,2016
 Leieritz Brewing Company (Three Daughters),Denver_Colorado_closed,Microbrewery,4,2010
 Liberati Osteria & Oenobeers,Denver_Colorado_closed,Brewpub/Brewery,32,2018
 Lindens Brewing Company,Fort Collins_Colorado_closed,Brewpub,13,1982
 Lofty Brewing Company,Colorado Springs_Colorado_closed,Microbrewery,4,2014
 Lonetree Brewing,Denver_Colorado_closed,Microbrewery,17,1993
 Los Oasis Latin Grill & Cerveceria,Boulder_Colorado_closed,Brewpub,2,2011
 Lost Highway Brewing Company,Centennial_Colorado_closed,Microbrewery,46,2013
 McClellans Grill and Brewery,Cañon City_Colorado_closed,Brewpub/Brewery,17,2008
 Mu Brewery,Aurora_Colorado_closed,Microbrewery,26,2014
 Nighthawk Brewery,Broomfield_Colorado_closed,Microbrewery,103,2015
 North Star Restaurant & Brewery,Denver_Colorado_closed,Brewpub,7,2007
 Oasis Brewing Co. & Restaurant,Boulder_Colorado_closed,Brewpub,7,1991
 Old Mill Brewery and Grill,Littleton_Colorado_closed,Brewpub,17,2009
 Only The Best Brewing,Divide_Colorado_closed,Microbrewery,6,1995
 Open Door Brewing Company,Boulder_Colorado_closed,Client Brewer,10,2015
 Opies Brewing Company,Loveland_Colorado_closed,Microbrewery,5,2002
 Palisade Brewery,Palisade_Colorado_closed,Microbrewery,13,2003
 Palmer Lake Brewing Company,Colorado Springs_Colorado_closed,Brewpub,13,1996
 Pateros Creek Brewing Company,Fort Collins_Colorado_closed,Microbrewery,62,2011
 Periodic Brewing,Leadville_Colorado_closed,Microbrewery,32,2016
 Pilothouse Brewing Company,Aurora_Colorado_closed,Commercial Brewery,16,2018
 Pitchers Brewery & Sports Shack,Greeley_Colorado_closed,Brewpub,12,2005
 Powder Keg,Niwot_Colorado_closed,Brewpub/Brewery,46,2014
 Redfish New Orleans Brewhouse,Boulder_Colorado_closed,Brewpub,25,2000
 Republic of Boulder,Boulder_Colorado_closed,Brewpub,10,2004
 Rifle Brewing Company,Rifle_Colorado_closed,Brewpub,6,2010
 Rock Bottom Westminster Orchard Town Center,Westminster_Colorado_closed,Brewpub,13,2009
 Rosies Brewpub,Leadville_Colorado_closed,Brewpub,9,2002
 Royal Gorge Brewing Company,Canon City_Colorado_closed,Brewpub,17,2014
 Saint Patrick's Brewing Company,Littleton_Colorado_closed,Microbrewery,57,2012
 Shine Brewing Co.,Boulder_Colorado_closed,Brewpub,17,2012
 Silverton Brewery,Silverton_Colorado_closed,Brewpub,19,2005
 SKEYE Brewing,Longmont_Colorado_closed,Microbrewery,16,2015
 Smiling Moose Brew Pub & Grill,Greeley_Colorado_closed,Brewpub,9,1986
 The Brew on Broadway (BoB),Englewood_Colorado_closed,Microbrewery,48,2013
 The Occasional Brew,Colorado Springs_Colorado_closed,Microbrewery,1,2015
 Three Four Beer Co.,Fort Collins_Colorado_closed,Brewpub,9,2016
 Trinidad Brewing Company,Trinidad_Colorado_closed,Brewpub/Brewery,10,2003
 Triple S Brewing Company,Colorado Springs_Colorado_closed,Brewpub/Brewery,25,2015
 Union Colony Brewery,Greeley_Colorado_closed,Brewpub,6,1994
 Ute Pass Brewing Company,Woodland Park_Colorado_closed,Brewpub,25,2015
 Uturn BBQ,Lafayette_Colorado_closed,Brewpub,8,2017
 Veteran Brothers Brewing Company,Johnstown_Colorado_closed,Microbrewery,11,2017
 Vindication Brewing Company,Boulder_Colorado_closed,Microbrewery,36,2013
 Walnut Brewery (Rock Bottom),Boulder_Colorado_closed,Brewpub,44,1990
 Wild Creek Brewing Company,Winter Park_Colorado_closed,Brewpub/Brewery,2,2008
 Wild Mountain Smokehouse & Brewery,Nederland_Colorado_closed,Brewpub,19,2007
 Wild Woods Brewery,Boulder_Colorado_closed,Microbrewery,33,2012
 Wolf Rock Brewing,Keystone_Colorado_closed,Brewpub/Brewery,6,2007
 Wolfe Brewing Company,Pagosa Springs_Colorado_closed,Brewpub,5,2015
 Zephyr Brewing Company,Denver_Colorado_closed,Microbrewery,22,2014
 Zulu Brewing,Montrose_Colorado_closed,Microbrewery,3,2016
 2nd Bridge Brewing Company,Manchester_Connecticut_opened,Brewpub,1,2018
 30 Mile Brewing Company,Old Saybrook_Connecticut_opened,Microbrewery,12,2016
 Alike Brewing,North Haven_Connecticut_opened,Microbrewery,1,2018
 Alvarium Beer Company,New Britain_Connecticut_opened,Microbrewery,25,2017
 Area Two Experimental Brewing,Stratford_Connecticut_opened,Microbrewery,5,2019
 Armada Brewing,East Haven_Connecticut_opened,Microbrewery,43,2017
 Aspetuck Brew Lab,Bridgeport_Connecticut_opened,Microbrewery,18,2016
 Athletic Brewing Company,Stratford_Connecticut_opened,Microbrewery,10,2018
 B. United International Inc. (Zymatore Project),Oxford_Connecticut_opened,Client Brewer,98,2012
 Back East Brewing Company,Bloomfield_Connecticut_opened,Microbrewery,30,2012
 Bad Sons Beer Company,Derby_Connecticut_opened,Microbrewery,18,2017
 Barley Head,Mystic_Connecticut_opened,Microbrewery,10,2017
 Beaver Beer Company,Greens Farms_Connecticut_opened,Client Brewer,4,2011
 Beer'd Brewing Company,Stonington_Connecticut_opened,Microbrewery,47,2013
 Black Hog Brewing,Oxford_Connecticut_opened,Microbrewery,75,2014
 Black Pond Brews,Danielson_Connecticut_opened,Microbrewery,18,2014
 Boondoggle Beers,Rock Hill_Connecticut_opened,Contract Brewer,4,2018
 Brass Works Brewing,Waterbury_Connecticut_opened,Microbrewery,16,2016
 Brewery Legitimus,New Hartford_Connecticut_opened,Microbrewery,4,2017
 Brewport Brewing Co.,Bridgeport_Connecticut_opened,Brewpub,6,2018
 Broad Brook Brewing Company,Suffield_Connecticut_opened,Microbrewery,20,2013
 Broken Symmetry Gastro Brewery,Bethel_Connecticut_opened,Brewpub,16,2018
 BruRm @ BAR,New Haven_Connecticut_opened,Brewpub,45,1996
 Charter Oak Brewing,New Canaan_Connecticut_opened,Client Brewer,11,2012
 City Steam Brewery,Hartford_Connecticut_opened,Brewpub,117,2001
 Cold Creek Brewery,Ellington_Connecticut_opened,Microbrewery,34,2015
 Concentric Brewing Company,_Connecticut_opened,Microbrewery,9,2018
 Connecticut Valley Brewing,South Windsor_Connecticut_opened,Microbrewery,47,2017
 Continental Beer Co,Greenwich_Connecticut_opened,Client Brewer,1,2015
 Cottrell Brewing Company,Pawcatuck_Connecticut_opened,Microbrewery,14,1996
 Counter Weight Brewing Company,Hamden_Connecticut_opened,Microbrewery,30,2017
 DuVig Brewing Company,Branford_Connecticut_opened,Microbrewery,9,2014
 East Rock Brewing Company,New Haven_Connecticut_opened,Commercial Brewery,13,2018
 Epicure Brewing,Norwich_Connecticut_opened,Microbrewery,16,2019
 Erector Brewing Collective,New Haven_Connecticut_opened,Microbrewery,6,2018
 Fairfield Craft Ales,Stratford_Connecticut_opened,Microbrewery,6,2016
 Fat Orange Cat Brew Company,East Hampton_Connecticut_opened,Microbrewery,49,2017
 Firefly Hollow Brewing Company,Bristol_Connecticut_opened,Microbrewery,30,2013
 Five Churches Brewing,New Britain_Connecticut_opened,Commercial Brewery,15,2018
 Forest City Brewing,Middletown_Connecticut_opened,Microbrewery,15,2016
 Fox Farm Brewery,Salem_Connecticut_opened,Microbrewery,61,2016
 Front Porch Brewing,Wallingford_Connecticut_opened,Brewpub/Brewery,31,2018
 Half Full Brewery,Stamford_Connecticut_opened,Microbrewery,34,2012
 Hanging Hills Brewing Company,Hartford_Connecticut_opened,Microbrewery,29,2016
 High Nine Brewing,Deep River_Connecticut_opened,Microbrewery,2,2020
